Orbis ID number,Company name Latin alphabet,Orbis ID number,Company name Latin alphabet,Orbis ID number,Company name Latin alphabet,Orbis ID number,Company name Latin alphabet,Orbis ID number,Company name Latin alphabet,Orbis ID number,Company name Latin alphabet,real_costs_of_goods_sold,real_tangible_fixed_assets
160196973,BALAI NI FRUITAS INC.,2024,Philippines (the),PH,4781,Wholesale and retail trade; repair of motor vehicles and motorcycles,297,11642.12053,5568.931474,3451.632263,9792.326355,4684.094647,2903.209042
37507382,BASIC ENERGY CORPORATION,2001,Philippines (the),PH,910,"Arts, entertainment and recreation",10,396.6033922,376.6049478,14474.12708,709.3987078,673.6277817,25889.66017
37507382,BASIC ENERGY CORPORATION,2002,Philippines (the),PH,910,"Arts, entertainment and recreation",10,322.6231732,321.7003165,14004.33178,553.6460937,552.0624009,24032.50674
37507382,BASIC ENERGY CORPORATION,2003,Philippines (the),PH,910,"Arts, entertainment and recreation",10,208.0116532,134.1755244,13196.6559,345.9216666,223.1327923,21945.93011
37507382,BASIC ENERGY CORPORATION,2004,Philippines (the),PH,910,"Arts, entertainment and recreation",10,327.2610903,240.8694231,13336.8758,513.956559,378.2802891,20945.27885
37507382,BASIC ENERGY CORPORATION,2005,Philippines (the),PH,910,"Arts, entertainment and recreation",11,618.7461365,335.8396115,13758.60756,917.4954269,497.9931018,20401.67812
37507382,BASIC ENERGY CORPORATION,2006,Philippines (the),PH,910,"Arts, entertainment and recreation",16,444.8628218,312.3905005,494.8302568,627.5768696,440.6955196,698.0669284
37507382,BASIC ENERGY CORPORATION,2007,Philippines (the),PH,910,"Arts, entertainment and recreation",28,139.7792302,288.9413895,648.6799736,191.1410944,395.1128741,887.0373649
37507382,BASIC ENERGY CORPORATION,2008,Philippines (the),PH,910,"Arts, entertainment and recreation",17,54.52248142,265.4922785,2151.816388,69.56270479,338.7292822,2745.402708
37507382,BASIC ENERGY CORPORATION,2009,Philippines (the),PH,910,"Arts, entertainment and recreation",18,87.00060231,242.0431675,2295.905555,108.0415749,300.5809652,2851.167066
37507382,BASIC ENERGY CORPORATION,2010,Philippines (the),PH,910,"Arts, entertainment and recreation",20,2461.866285,218.5940566,1758.322921,2929.231828,260.0923826,2092.126406
37507382,BASIC ENERGY CORPORATION,2011,Philippines (the),PH,910,"Arts, entertainment and recreation",20,4745.743176,163.9273405,574.8725358,5433.746435,187.6923317,658.2133664
37507382,BASIC ENERGY CORPORATION,2012,Philippines (the),PH,910,"Arts, entertainment and recreation",20,7287.143061,145.7131916,829.4814443,8180.447427,163.5756418,931.1645579
37507382,BASIC ENERGY CORPORATION,2013,Philippines (the),PH,910,"Arts, entertainment and recreation",19,48.54325327,127.4990426,627.2797014,53.39351988,140.2382866,689.9552244
37507382,BASIC ENERGY CORPORATION,2014,Philippines (the),PH,910,"Arts, entertainment and recreation",21,329.0001604,109.2848937,3969.921821,351.1518096,116.6430683,4237.217483
37507382,BASIC ENERGY CORPORATION,2015,Philippines (the),PH,910,"Arts, entertainment and recreation",22,954.1194889,91.07074474,467.1585445,1025.742646,97.90717804,502.2268668
37507382,BASIC ENERGY CORPORATION,2016,Philippines (the),PH,910,"Arts, entertainment and recreation",22,1444.562673,72.85659579,968.5222788,1533.370148,77.33560559,1028.064188
37507382,BASIC ENERGY CORPORATION,2017,Philippines (the),PH,910,"Arts, entertainment and recreation",23,33.65182266,54.64244684,922.8812055,34.91062085,56.68643162,957.4029967
37507382,BASIC ENERGY CORPORATION,2018,Philippines (the),PH,910,"Arts, entertainment and recreation",20,462.0476641,36.4282979,778.2414413,462.0476641,36.4282979,778.2414413
37507382,BASIC ENERGY CORPORATION,2019,Philippines (the),PH,910,"Arts, entertainment and recreation",18.33333333,132.5476901,18.21414895,26.24940875,131.6301277,18.08806136,26.06769701
37507382,BASIC ENERGY CORPORATION,2021,Philippines (the),PH,910,"Arts, entertainment and recreation",15,76702.52641,71184.40679,91792.1001,73262.55954,67991.91741,87675.39368
37507382,BASIC ENERGY CORPORATION,2022,Philippines (the),PH,910,"Arts, entertainment and recreation",15,1331603.158,1292882.203,93136.51135,1205706.238,1170646.17,84330.88496
37507382,BASIC ENERGY CORPORATION,2023,Philippines (the),PH,910,"Arts, entertainment and recreation",15,1156157.707,1119634.357,84573.37893,1000797.324,969181.8524,73208.70743
37507382,BASIC ENERGY CORPORATION,2024,Philippines (the),PH,910,"Arts, entertainment and recreation",16,835357.1479,802887.4519,74803.16601,702628.855,675318.2066,62917.83462
37507466,BELLE CORPORATION,2003,Philippines (the),PH,4110,Construction,170,13042.21728,1590.976922,31814.7876,21689.09996,2645.781523,52907.72984
37507466,BELLE CORPORATION,2004,Philippines (the),PH,4110,Construction,161,9099.276549,2821.742727,2998.524853,14290.21965,4431.48674,4709.119296
37507466,BELLE CORPORATION,2005,Philippines (the),PH,4110,Construction,152.6666667,18096.42595,4788.211308,2406.768891,26833.92602,7100.104096,3568.829478
37507466,BELLE CORPORATION,2006,Philippines (the),PH,4110,Construction,144.3333333,11822.23407,4999.023076,2553.73282,16677.86177,7052.221718,3602.601904
37507466,BELLE CORPORATION,2007,Philippines (the),PH,4110,Construction,136,15023.01854,5346.827289,3072.413663,20543.22519,7311.51844,4201.371755
37507466,BELLE CORPORATION,2008,Philippines (the),PH,4110,Construction,154,29042.96127,12990.01805,2396.883254,37054.56701,16573.36144,3058.072154
37507466,BELLE CORPORATION,2009,Philippines (the),PH,4110,Construction,149,28876.00254,12216.32559,2136.573433,35859.62291,15170.82665,2653.300695
37507466,BELLE CORPORATION,2010,Philippines (the),PH,4110,Construction,153,28782.56859,11598.01775,68244.27603,34246.70808,13799.80828,81199.90376
37507466,BELLE CORPORATION,2011,Philippines (the),PH,4110,Construction,167,15855.96933,5372.040772,67422.76198,18154.65221,6150.840092,77197.22264
37507466,BELLE CORPORATION,2012,Philippines (the),PH,4110,Construction,131,25104.48605,4614.852352,72172.38711,28181.9537,5180.570318,81019.73757
37507466,BELLE CORPORATION,2013,Philippines (the),PH,4110,Construction,131,129119.7401,3955.014278,67236.34598,142020.9183,4350.185025,73954.35892
37507466,BELLE CORPORATION,2014,Philippines (the),PH,4110,Construction,131,70406.99808,11811.73108,12928.18894,75147.51591,12607.01739,13798.6466
37507466,BELLE CORPORATION,2015,Philippines (the),PH,4110,Construction,138,78192.68085,21632.21379,16340.49944,84062.39289,23256.08529,17567.13633
37507466,BELLE CORPORATION,2016,Philippines (the),PH,4110,Construction,138,110539.5786,23422.19916,13859.33399,117335.2277,24862.12726,14711.36519
37507466,BELLE CORPORATION,2017,Philippines (the),PH,4110,Construction,139,124175.6262,25577.00772,12988.88243,128820.6065,26533.75504,13474.75156
37507466,BELLE CORPORATION,2018,Philippines (the),PH,4110,Construction,136,134351.6293,25113.55467,6902.720119,134351.6293,25113.55467,6902.720119
37507466,BELLE CORPORATION,2019,Philippines (the),PH,4110,Construction,128,147198.368,19924.54277,21261.88314,146179.3862,19786.61497,21114.69759
37507466,BELLE CORPORATION,2020,Philippines (the),PH,4110,Construction,85,104406.6085,11967.17009,4489.195465,102000.3472,11691.36247,4385.732883
37507466,BELLE CORPORATION,2021,Philippines (the),PH,4110,Construction,67,73427.62186,13120.82981,2774.924228,70134.52842,12532.38479,2650.473993
37507466,BELLE CORPORATION,2022,Philippines (the),PH,4110,Construction,74,96713.31107,13330.95158,2692.26658,87569.51481,12070.57176,2437.725227
37507466,BELLE CORPORATION,2023,Philippines (the),PH,4110,Construction,74,104587.6858,4573.217866,15307.66445,90533.56251,3958.685026,13250.67465
37507466,BELLE CORPORATION,2024,Philippines (the),PH,4110,Construction,64,101815.1968,3375.150727,58790.01448,85637.97571,2838.87951,49448.98199
6533625,BENGUET CORPORATION,1996,Philippines (the),PH,2441,Manufacturing,2600,107216.2152,78260.03883,70115.63873,267378.3872,195166.7752,174856.0735
6533625,BENGUET CORPORATION,1997,Philippines (the),PH,2441,Manufacturing,1461,34646.65505,44677.92485,21063.16502,81312.64358,104855.1491,49433.39054
6533625,BENGUET CORPORATION,1998,Philippines (the),PH,2441,Manufacturing,480,10394.53142,8986.40524,54276.86356,22095.82928,19102.55192,115377.2367
6533625,BENGUET CORPORATION,1999,Philippines (the),PH,2441,Manufacturing,487.6,7493.796606,5930.521155,50595.53404,14980.71449,11855.59855,101144.6253
6533625,BENGUET CORPORATION,2000,Philippines (the),PH,2441,Manufacturing,495.2,6840.273768,5400.216132,39881.59618,12922.57131,10202.02998,75343.88068
6533625,BENGUET CORPORATION,2001,Philippines (the),PH,2441,Manufacturing,502.8,4999.611115,2995.875921,49062.33164,8942.731541,5358.6796,87757.07761
6533625,BENGUET CORPORATION,2002,Philippines (the),PH,2441,Manufacturing,510.4,3013.409674,2109.386772,48421.7267,5171.241973,3619.869381,83095.39445
6533625,BENGUET CORPORATION,2003,Philippines (the),PH,2441,Manufacturing,518,4660.871889,2123.486035,44305.27642,7750.991579,3531.339793,73679.30991
6533625,BENGUET CORPORATION,2004,Philippines (the),PH,2441,Manufacturing,537,5491.673559,2488.136888,42102.83062,8624.556138,3907.565888,66121.59706
6533625,BENGUET CORPORATION,2005,Philippines (the),PH,2441,Manufacturing,597,7548.401359,3071.268511,38843.12429,11192.99713,4554.16955,57597.75586
6533625,BENGUET CORPORATION,2006,Philippines (the),PH,2441,Manufacturing,543,5225.168971,2706.382825,41238.66349,7371.250249,3817.948316,58176.2064
6533625,BENGUET CORPORATION,2007,Philippines (the),PH,2441,Manufacturing,515,9618.511483,5220.01876,60354.77312,13152.83256,7138.11413,82532.12844
6533625,BENGUET CORPORATION,2008,Philippines (the),PH,2441,Manufacturing,660,7262.419796,3150.700258,52840.56079,9265.78452,4019.8323,67416.82028
6533625,BENGUET CORPORATION,2009,Philippines (the),PH,2441,Manufacturing,508,5452.907823,2238.609845,53706.74672,6771.685866,2780.014469,66695.64745
6533625,BENGUET CORPORATION,2010,Philippines (the),PH,2441,Manufacturing,676,66121.97908,3493.881799,62652.41083,78674.70578,4157.167199,74546.46786
6533625,BENGUET CORPORATION,2011,Philippines (the),PH,2441,Manufacturing,876,51380.82925,6875.136792,71178.77193,58829.64742,7871.844019,81497.75154
6533625,BENGUET CORPORATION,2012,Philippines (the),PH,2441,Manufacturing,1501,53369.02743,15244.73183,83092.10442,59911.34241,17113.52807,93278.06332
6533625,BENGUET CORPORATION,2013,Philippines (the),PH,2441,Manufacturing,1227,54942.69954,30533.75134,82488.42902,60432.37571,33584.57353,90730.37502
6533625,BENGUET CORPORATION,2014,Philippines (the),PH,2441,Manufacturing,1481,67657.48554,32314.43206,89490.21769,72212.87811,34490.1695,95515.61266
6533625,BENGUET CORPORATION,2015,Philippines (the),PH,2441,Manufacturing,1702,69070.30459,26655.98089,83568.24797,74255.22464,28656.97293,89841.48922
6533625,BENGUET CORPORATION,2016,Philippines (the),PH,2441,Manufacturing,678,30800.07245,14334.7119,76511.51349,32693.57055,15215.96794,81215.21691
6533625,BENGUET CORPORATION,2017,Philippines (the),PH,2441,Manufacturing,676.5,30581.79492,3749.053414,43648.53726,31725.754,3889.292524,45281.27794
6533625,BENGUET CORPORATION,2018,Philippines (the),PH,2441,Manufacturing,675,31783.15514,10504.13519,41739.66493,31783.15514,10504.13519,41739.66493
6533625,BENGUET CORPORATION,2019,Philippines (the),PH,2441,Manufacturing,853,23656.19577,8043.078971,51969.73032,23492.43557,7987.400694,51609.96946
6533625,BENGUET CORPORATION,2020,Philippines (the),PH,2441,Manufacturing,1252,37082.06231,12535.82691,54444.37337,36227.43124,12246.91344,53189.59276
6533625,BENGUET CORPORATION,2021,Philippines (the),PH,2441,Manufacturing,1422,81369.87593,13461.1221,50257.82979,77720.58704,12857.41559,48003.8588
6533625,BENGUET CORPORATION,2022,Philippines (the),PH,2441,Manufacturing,1330,73204.81135,13439.62941,44723.89537,66283.63501,12168.97461,40495.45791
6533625,BENGUET CORPORATION,2023,Philippines (the),PH,2441,Manufacturing,1131,45581.74765,9736.426187,46188.36668,39456.63363,8428.079676,39981.73735
6533625,BENGUET CORPORATION,2024,Philippines (the),PH,2441,Manufacturing,1244,41128.60568,11231.61618,46825.09257,34593.76051,9447.046253,39385.14354
37508778,BERJAYA PHILIPPINES INC,2011,Philippines (the),PH,6430,Financial and insurance activities,120.9,47188.61948,274.1410616,27083.89555,54029.68162,313.8840348,31010.32134
37508778,BERJAYA PHILIPPINES INC,2012,Philippines (the),PH,6430,Financial and insurance activities,138.8,51953.38808,362.8758563,28334.62125,58322.16498,407.3594878,31808.05942
37508778,BERJAYA PHILIPPINES INC,2013,Philippines (the),PH,6430,Financial and insurance activities,156.7,56208.54653,93649.36327,26039.47894,61824.70156,103006.4695,28641.24966
37508778,BERJAYA PHILIPPINES INC,2014,Philippines (the),PH,6430,Financial and insurance activities,174.6,282993.0637,186935.8507,33588.89304,302047.0455,199522.2804,35850.4402
37508778,BERJAYA PHILIPPINES INC,2015,Philippines (the),PH,6430,Financial and insurance activities,192.5,599849.3796,432500.9952,32369.67238,644878.4423,464967.6694,34799.57571
37508778,BERJAYA PHILIPPINES INC,2016,Philippines (the),PH,6430,Financial and insurance activities,210.4,569086.2808,420058.4195,42797.36271,604072.0361,445882.3789,45428.41903
37508778,BERJAYA PHILIPPINES INC,2017,Philippines (the),PH,6430,Financial and insurance activities,228.3,574876.4572,431167.2073,37930.68277,596380.5954,447295.6799,39349.53831
37508778,BERJAYA PHILIPPINES INC,2018,Philippines (the),PH,6430,Financial and insurance activities,246.2,594170.9937,431824.2865,34029.15279,594170.9937,431824.2865,34029.15279
37508778,BERJAYA PHILIPPINES INC,2019,Philippines (the),PH,6430,Financial and insurance activities,264.1,642890.2708,458784.5645,32024.3385,638439.8579,455608.6248,31802.64976
37508778,BERJAYA PHILIPPINES INC,2020,Philippines (the),PH,6430,Financial and insurance activities,282,510869.172,392442.2038,102992.1931,499095.1595,383397.5802,100618.5299
37508778,BERJAYA PHILIPPINES INC,2021,Philippines (the),PH,6430,Financial and insurance activities,234,612144.7137,461470.7479,135120.2002,584691.1521,440774.6358,129060.3083
37508778,BERJAYA PHILIPPINES INC,2022,Philippines (the),PH,6430,Financial and insurance activities,272,667434.8367,508729.9554,141770.5648,604331.9598,460631.891,128366.8136
37508778,BERJAYA PHILIPPINES INC,2023,Philippines (the),PH,6430,Financial and insurance activities,102,697705.8543,568390.1012,165046.0902,603950.6096,492011.85,142867.7804
37508778,BERJAYA PHILIPPINES INC,2024,Philippines (the),PH,6430,Financial and insurance activities,204,679570.8815,559477.5351,162570.907,571595.1693,470583.224,136740.3278
37508189,BLOOMBERRY RESORTS CORPORATION,2011,Philippines (the),PH,5510,Accommodation and food service activities,19,98.88909419,9851.421313,98567.97781,113.2253144,11279.60858,112857.6449
37508189,BLOOMBERRY RESORTS CORPORATION,2012,Philippines (the),PH,5510,Accommodation and food service activities,4288,138410.5051,10888.63915,361505.3615,155377.7456,12223.43783,405820.989
37508189,BLOOMBERRY RESORTS CORPORATION,2013,Philippines (the),PH,5510,Accommodation and food service activities,3994,276722.1212,11925.85699,615826.7583,304371.1964,13117.44557,677357.9446
37508189,BLOOMBERRY RESORTS CORPORATION,2014,Philippines (the),PH,5510,Accommodation and food service activities,5177,538746.6942,13987.04545,907067.0021,575020.6212,14928.79613,968140.012
37508189,BLOOMBERRY RESORTS CORPORATION,2015,Philippines (the),PH,5510,Accommodation and food service activities,4711,531001.0155,14915.46871,1009450.765,570861.8186,16035.13241,1085227.491
37508189,BLOOMBERRY RESORTS CORPORATION,2016,Philippines (the),PH,5510,Accommodation and food service activities,5272,610012.3496,14331.88132,893169.5994,647514.1195,15212.96334,948079.0464
37508189,BLOOMBERRY RESORTS CORPORATION,2017,Philippines (the),PH,5510,Accommodation and food service activities,5243.5,661452.4942,44425.09312,850723.6453,686195.1423,46086.88207,882546.272
37508189,BLOOMBERRY RESORTS CORPORATION,2018,Philippines (the),PH,5510,Accommodation and food service activities,5215,724911.3806,50821.81007,1568543.178,724911.3806,50821.81007,1568543.178
37508189,BLOOMBERRY RESORTS CORPORATION,2019,Philippines (the),PH,5510,Accommodation and food service activities,5186.5,913158.7561,65360.83072,1632288.406,906837.4075,64908.36986,1620988.876
37508189,BLOOMBERRY RESORTS CORPORATION,2020,Philippines (the),PH,5510,Accommodation and food service activities,5158,369426.3563,32715.12931,1746892.027,360912.1794,31961.14304,1706631.37
37508189,BLOOMBERRY RESORTS CORPORATION,2021,Philippines (the),PH,5510,Accommodation and food service activities,4780,432724.907,27403.37628,1678701.238,413317.9929,26174.38538,1603414.583
37508189,BLOOMBERRY RESORTS CORPORATION,2022,Philippines (the),PH,5510,Accommodation and food service activities,5751,691514.4712,53761.27957,1646748.348,626134.9762,48678.39924,1491055.908
37508189,BLOOMBERRY RESORTS CORPORATION,2023,Philippines (the),PH,5510,Accommodation and food service activities,6772,862198.1295,62720.8588,1980963.247,746338.9947,54292.65165,1714768.413
37508189,BLOOMBERRY RESORTS CORPORATION,2024,Philippines (the),PH,5510,Accommodation and food service activities,10395,910972.1352,85912.79439,2679424.646,766229.5222,72262.27549,2253696.01
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2004,Philippines (the),PH,1081,Manufacturing,297,3279.235385,2234.965265,1294.394381,5149.969197,3509.965257,2032.818754
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2005,Philippines (the),PH,1081,Manufacturing,284,3585.014708,2339.612874,1184.693601,5315.967901,3469.248511,1756.699392
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2006,Philippines (the),PH,1081,Manufacturing,295,5792.783888,2710.361816,1384.186406,8171.995952,3823.561558,1952.699414
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2007,Philippines (the),PH,1081,Manufacturing,288.5555556,5843.308055,3635.865218,1892.572555,7990.431014,4971.863528,2587.998151
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2008,Philippines (the),PH,1081,Manufacturing,282.1111111,4698.26,2387.0199,2160.359062,5994.291986,3045.487958,2756.301909
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2009,Philippines (the),PH,1081,Manufacturing,275.6666667,4537.33655,3195.809375,2057.223555,5634.684976,3968.711352,2554.760162
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2010,Philippines (the),PH,1081,Manufacturing,269.2222222,6735.602257,3282.50862,2077.729155,8014.302251,3905.666519,2472.169348
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2011,Philippines (the),PH,1081,Manufacturing,262.7777778,7126.982157,4185.626458,2452.745387,8160.200089,4792.428077,2808.326538
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2012,Philippines (the),PH,1081,Manufacturing,256.3333333,6651.43254,4950.095418,3098.734422,7466.807466,5556.909613,3478.597005
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2013,Philippines (the),PH,1081,Manufacturing,249.8888889,7289.639724,5301.069176,3098.547713,8017.994207,5830.732869,3408.143413
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2014,Philippines (the),PH,1081,Manufacturing,243.4444444,5773.87376,3511.475438,2938.420224,6162.629881,3747.90381,3136.264669
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2015,Philippines (the),PH,1081,Manufacturing,237,7350.424371,5319.524574,2980.735748,7902.200752,5718.846827,3204.491479
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2016,Philippines (the),PH,1081,Manufacturing,455,7796.713252,3909.215154,3774.457505,8276.032312,4149.542235,4006.500081
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2017,Philippines (the),PH,1081,Manufacturing,248,5295.302663,4294.1279,4050.300444,5493.381604,4454.75636,4201.808162
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2018,Philippines (the),PH,1081,Manufacturing,248,4490.608653,3453.300542,3552.561389,4490.608653,3453.300542,3552.561389
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2019,Philippines (the),PH,1081,Manufacturing,248,4246.569924,3076.265213,3083.528577,4217.173011,3054.969743,3062.182826
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2020,Philippines (the),PH,1081,Manufacturing,248,3675.683347,3221.149164,2895.243883,3590.969796,3146.911272,2828.517137
37508770,"BOGO-MEDELLIN MILLING COMPANY,INC",2021,Philippines (the),PH,1081,Manufacturing,248,4271.492678,3340.450095,2534.861306,4079.924108,3190.637068,2421.17745
37508512,BOULEVARD HOLDINGS INC,2003,Philippines (the),PH,5510,Accommodation and food service activities,71,3702.995157,2666.883341,319.249443,6158.050459,4435.005039,530.9091953
37508512,BOULEVARD HOLDINGS INC,2004,Philippines (the),PH,5510,Accommodation and food service activities,50,5888.192421,4227.985031,361.5165574,9247.28055,6639.960271,567.754039
37508512,BOULEVARD HOLDINGS INC,2005,Philippines (the),PH,5510,Accommodation and food service activities,176,3586.550701,2404.583687,554.2884526,5318.245517,3565.589191,821.9156297
37508512,BOULEVARD HOLDINGS INC,2006,Philippines (the),PH,5510,Accommodation and food service activities,182,5819.254143,3576.59446,1162.114968,8209.338069,5045.573254,1639.418801
37508512,BOULEVARD HOLDINGS INC,2007,Philippines (the),PH,5510,Accommodation and food service activities,138.5,7794.700571,4999.459691,1608.420328,10658.86251,6836.510653,2199.434216
37508512,BOULEVARD HOLDINGS INC,2008,Philippines (the),PH,5510,Accommodation and food service activities,95,5173.579088,2558.725646,1890.50178,6600.72956,3264.559354,2412.003522
37508512,BOULEVARD HOLDINGS INC,2009,Philippines (the),PH,5510,Accommodation and food service activities,51.5,4355.030889,1982.10238,3918.461509,5408.288949,2461.471037,4866.135882
37508512,BOULEVARD HOLDINGS INC,2010,Philippines (the),PH,5510,Accommodation and food service activities,8,3371.180657,1509.19675,3618.648848,4011.17223,1795.705633,4305.62027
37508512,BOULEVARD HOLDINGS INC,2011,Philippines (the),PH,5510,Accommodation and food service activities,8,3358.134487,1369.68423,3558.360862,3844.972351,1568.251068,4074.226086
37508512,BOULEVARD HOLDINGS INC,2012,Philippines (the),PH,5510,Accommodation and food service activities,8,2902.833065,1497.963217,3775.448191,3258.680813,1681.59308,4238.266654
37508512,BOULEVARD HOLDINGS INC,2013,Philippines (the),PH,5510,Accommodation and food service activities,8,3134.085314,1399.329802,7401.90198,3447.231803,1539.145783,8141.473301
37508512,BOULEVARD HOLDINGS INC,2014,Philippines (the),PH,5510,Accommodation and food service activities,8,2867.917259,1193.980936,8705.17004,3061.014725,1274.371921,9291.29095
37508512,BOULEVARD HOLDINGS INC,2015,Philippines (the),PH,5510,Accommodation and food service activities,8,1590.795127,821.2318308,8662.486297,1710.211794,882.8794724,9312.7556
37508512,BOULEVARD HOLDINGS INC,2016,Philippines (the),PH,5510,Accommodation and food service activities,8,2287.781945,886.3923074,8507.236808,2428.428068,940.8851064,9030.236773
37508512,BOULEVARD HOLDINGS INC,2017,Philippines (the),PH,5510,Accommodation and food service activities,8,1961.8385,780.4961234,8537.569977,2035.224087,809.6917815,8856.930915
37508512,BOULEVARD HOLDINGS INC,2018,Philippines (the),PH,5510,Accommodation and food service activities,8,1911.518597,594.6972053,21117.90008,1911.518597,594.6972053,21117.90008
37508512,BOULEVARD HOLDINGS INC,2019,Philippines (the),PH,5510,Accommodation and food service activities,8,2157.835314,574.6407179,20458.82848,2142.897682,570.662763,20317.20208
37508512,BOULEVARD HOLDINGS INC,2020,Philippines (the),PH,5510,Accommodation and food service activities,82,1506.199902,402.8623939,20449.28802,1471.486482,393.5776159,19977.99285
37508512,BOULEVARD HOLDINGS INC,2021,Philippines (the),PH,5510,Accommodation and food service activities,76,1080.374103,28.03699292,19945.61697,1031.921317,26.77958549,19051.09283
37508512,BOULEVARD HOLDINGS INC,2022,Philippines (the),PH,5510,Accommodation and food service activities,32,20556.09339,98.67350532,17647.2444,18612.60984,89.34438176,15978.77906
37508512,BOULEVARD HOLDINGS INC,2023,Philippines (the),PH,5510,Accommodation and food service activities,32,949.7511262,104.9591152,17848.87965,822.1269294,90.85508053,15450.41034
37508512,BOULEVARD HOLDINGS INC,2024,Philippines (the),PH,5510,Accommodation and food service activities,26,722.8591009,588.4510475,19023.37109,608.0054066,494.9531907,16000.78419
84031412,"CEBU LANDMASTERS, INC",2017,Philippines (the),PH,4110,Construction,211,79247.49844,37577.60823,3504.777237,82211.87302,38983.25647,3635.878821
84031412,"CEBU LANDMASTERS, INC",2018,Philippines (the),PH,4110,Construction,298,128905.2669,59137.43519,6177.850958,128905.2669,59137.43519,6177.850958
84031412,"CEBU LANDMASTERS, INC",2019,Philippines (the),PH,4110,Construction,415,168515.6469,84361.08688,10442.21975,167349.096,83777.0966,10369.9334
84031412,"CEBU LANDMASTERS, INC",2020,Philippines (the),PH,4110,Construction,574,174138.8488,88264.75704,33189.5235,170125.4671,86230.51734,32424.60386
84031412,"CEBU LANDMASTERS, INC",2021,Philippines (the),PH,4110,Construction,691,224864.9352,116778.3928,40739.86765,214780.1576,111541.0972,38912.75971
84031412,"CEBU LANDMASTERS, INC",2022,Philippines (the),PH,4110,Construction,801,282490.842,147536.369,106589.1308,255782.6394,133587.4876,96511.62144
84031412,"CEBU LANDMASTERS, INC",2023,Philippines (the),PH,4110,Construction,914,346014.6631,142518.3816,150655.9812,299518.4366,123367.2656,130411.3633
84031412,"CEBU LANDMASTERS, INC",2024,Philippines (the),PH,4110,Construction,908,344315.0518,147007.1147,176851.3755,289607.4945,123649.4365,148751.8001
185281402,"CENTURY PACIFIC FOOD, INC",2013,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,9664,32520.53483,29422.20991,23335.43532,35769.86926,32361.97089,25667.02777
185281402,"CENTURY PACIFIC FOOD, INC",2014,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,5253.5,461369.1691,337629.0015,31857.11758,492433.2513,360361.6324,34002.06394
185281402,"CENTURY PACIFIC FOOD, INC",2015,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,843,496481.5737,363146.3751,66444.93888,533751.0961,390406.7866,71432.77986
185281402,"CENTURY PACIFIC FOOD, INC",2016,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,843,571700.8243,395037.1211,79204.72612,606847.314,419322.8445,84074.00035
185281402,"CENTURY PACIFIC FOOD, INC",2017,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,4425,666456.8808,520257.0781,98868.47407,691386.7257,539718.0944,102566.8014
185281402,"CENTURY PACIFIC FOOD, INC",2018,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,8007,725076.4478,564023.3531,103521.5316,725076.4478,564023.3531,103521.5316
185281402,"CENTURY PACIFIC FOOD, INC",2019,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,11589,809662.2641,607683.5477,140311.8002,804057.3707,603476.8536,139340.4906
185281402,"CENTURY PACIFIC FOOD, INC",2020,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,15171,1017558.654,757224.4333,165897.5717,994106.9582,739772.6659,162074.1269
185281402,"CENTURY PACIFIC FOOD, INC",2021,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,18753,1085960.355,802931.7129,194449.2298,1037257.036,766921.7062,185728.5404
185281402,"CENTURY PACIFIC FOOD, INC",2022,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,2798,1116985.731,828497.5436,181494.4589,1011379.896,750166.9327,164334.9972
185281402,"CENTURY PACIFIC FOOD, INC",2023,Philippines (the),PH,4639,Wholesale and retail trade; repair of motor vehicles and motorcycles,2725,1216662.322,888566.9812,188973.9752,1053171.543,769164.4934,163580.3209
